#nombre,duracion,participantes,level,language,precio
C,130,18,D,Cas,21.58
Rust,73,10,D,Gal,15.39
Python,101,8,D,Cas,15.41
PHP,79,22,D,Gal,6.7
C++,111,23,D,Fre,16.92
Rust,66,12,D,Fre,32.34
Rust,134,11,D,Ger,47.19
PHP,37,17,C,Cas,16.29
SQL,34,9,B,Fre,42.16
C,149,20,D,Ger,17.65
Python,120,6,C,Cas,10.79
C,91,12,C,Fre,21.24
C,177,17,A,Eng,41.61
Python,32,15,C,Ger,36.66
Rust,209,23,A,Cas,7.97
Rust,229,16,C,Fre,42.97
Python,211,5,B,Cas,12.79
C++,203,1,C,Fre,7.43
C,68,5,A,Ger,40.63
PHP,23,25,B,Gal,24.39
SQL,32,12,D,Ger,20.75
C,196,14,D,Fre,7.54
SQL,117,21,D,Gal,10.2
Python,92,5,D,Fre,11.92
SQL,53,14,B,Gal,49.89
C,51,9,D,Cas,21.53
SQL,129,2,A,Cas,48.95
PHP,62,17,A,Eng,17.86
C++,37,22,A,Eng,37.32
C++,111,6,C,Fre,49.76
Rust,22,17,A,Cas,41.63
PHP,100,14,C,Eng,7.2
C,101,12,D,Ger,8.05
Rust,132,25,A,Fre,35.64
Rust,55,4,C,Gal,41.35
C,85,17,B,Eng,20.28
C++,179,4,B,Ger,38.55
PHP,85,25,D,Gal,6.89
C,29,1,A,Fre,26.66
Python,123,14,D,Ger,12.8
Python,231,18,B,Ger,25.55
Rust,39,9,A,Gal,20.52
Python,156,6,C,Eng,43.37
Python,46,18,A,Fre,44.04
PHP,25,22,A,Cas,9.65
Rust,78,21,B,Fre,32.82
Rust,161,19,C,Gal,14.08
PHP,38,18,B,Fre,26.7
C,151,2,A,Ger,46.51
Rust,72,4,B,Ger,49.88
Rust,103,16,C,Gal,8.77
PHP,159,5,D,Ger,19.87
C,122,3,B,Ger,35.67
C++,79,17,B,Cas,30.4
Python,79,21,A,Fre,48.06
C,45,21,C,Ger,10.33
C++,118,8,B,Fre,28.31
PHP,123,11,B,Fre,12.08
Rust,240,18,C,Cas,7.8
SQL,13,4,B,Cas,22.35
PHP,102,14,B,Cas,27.12
C++,132,10,D,Gal,19.08
Python,194,9,D,Cas,18.28
C++,51,7,A,Cas,45.87
PHP,191,4,D,Ger,5.53
C,128,6,A,Ger,16.45
C,75,8,D,Fre,9.18
Python,71,22,D,Gal,33.86
SQL,127,20,A,Eng,8.21
PHP,228,5,B,Eng,23.38
C,83,5,C,Ger,29.08
Rust,133,5,C,Cas,32.73
Rust,234,20,B,Fre,21.71
C++,103,12,C,Ger,43.15
Python,159,8,C,Fre,39.38
PHP,209,10,A,Gal,5.73
Rust,89,19,D,Eng,31.17
Rust,36,13,B,Cas,26.22
C,87,7,A,Ger,11.8
C,75,13,B,Eng,40.49
SQL,45,18,D,Eng,8.09
C++,222,23,B,Eng,31.9
C++,182,3,B,Cas,20.32
Rust,172,16,D,Cas,36.74
PHP,33,4,A,Fre,13.17
C++,163,22,B,Eng,13.58
Rust,33,22,A,Cas,14.73
Rust,61,17,A,Cas,33.25
PHP,141,13,C,Eng,41.27
C,12,2,D,Eng,23.62
SQL,35,18,B,Eng,38.85
SQL,207,17,C,Cas,27.7
SQL,201,19,C,Cas,19.61
SQL,183,15,D,Ger,36.41
C,64,16,D,Cas,11.9
PHP,186,15,C,Ger,38.48
SQL,52,19,D,Cas,30.41
Rust,199,12,B,Gal,13.97
C++,95,24,A,Fre,21.39
SQL,197,15,A,Ger,7.19
SQL,44,19,D,Eng,42.44
Python,175,21,C,Eng,35.85
Rust,206,6,C,Fre,43.34
Rust,115,19,A,Eng,24.08
PHP,159,7,A,Gal,37.41
PHP,102,1,D,Cas,23.21
Rust,210,4,C,Ger,46.67
Rust,41,3,D,Ger,30.12
SQL,170,24,D,Fre,40.49
Rust,38,11,D,Cas,48.53
C++,48,15,B,Gal,26.63
SQL,200,15,A,Eng,45.43
Python,196,3,B,Fre,12.69
PHP,237,4,B,Fre,13.69
Rust,57,25,D,Eng,41.11
PHP,200,13,C,Gal,17.27
SQL,85,11,A,Cas,29.12
Rust,44,3,A,Cas,47.67
C++,75,5,C,Fre,15.2
Rust,227,1,A,Ger,36.57
Rust,221,20,B,Fre,41.62
Rust,80,24,A,Ger,36.13
C,142,17,C,Gal,11.08
C++,18,13,C,Gal,14.68
C++,18,5,C,Cas,41.83
Rust,119,21,C,Eng,41.55
C,17,1,C,Fre,8.98
C++,53,2,A,Fre,9.65
Rust,25,7,C,Ger,46.16
PHP,204,13,A,Fre,19.66
SQL,67,13,A,Ger,11.25
Rust,65,7,A,Gal,17.57
C++,120,17,C,Cas,37.13
SQL,40,18,B,Gal,9.01
PHP,40,21,A,Gal,35.32
C,83,22,B,Ger,29.88
SQL,97,24,A,Eng,38.05
C++,155,1,C,Fre,14.26
Python,41,24,A,Eng,33.7
Rust,235,14,A,Fre,29.8
Python,77,12,A,Eng,25.71
Python,240,14,C,Ger,18.57
SQL,47,22,D,Ger,45.16
PHP,195,20,C,Cas,7.17
Rust,205,12,B,Ger,7.39
C++,90,21,A,Ger,9.25
C,115,17,B,Gal,12.29
C,240,15,B,Cas,14.51
C,19,13,A,Eng,17.03
Python,236,16,C,Fre,21.99
PHP,36,12,D,Cas,25.39
Rust,40,25,C,Fre,45.69
Rust,177,5,C,Fre,25.4
SQL,180,15,A,Ger,10.04
C,117,10,A,Ger,22.53
PHP,140,3,A,Cas,18.53
SQL,164,13,B,Fre,19.52
PHP,65,9,B,Gal,35.9
Rust,144,2,C,Gal,44.43
C++,59,19,A,Cas,22.1
C,72,24,D,Eng,34.01
Python,109,25,A,Ger,11.38
Rust,78,16,A,Eng,16.28
SQL,103,13,C,Eng,27.84
C,222,2,C,Eng,18.8
SQL,45,24,B,Cas,16.48
PHP,75,17,D,Gal,32.14
Rust,234,7,D,Cas,24.99
Rust,136,25,D,Ger,47.85
PHP,131,22,B,Ger,44.04
SQL,45,18,A,Gal,23.55
PHP,153,19,B,Eng,29.13
PHP,173,1,D,Eng,15.71
PHP,127,1,D,Fre,23.22
C++,132,17,A,Eng,10.5
SQL,114,19,A,Ger,32.69
Rust,176,25,D,Gal,28.54
Rust,96,23,C,Ger,20.63
Rust,147,10,D,Ger,40.0
SQL,73,20,D,Ger,27.44
Rust,197,13,A,Eng,31.19
Rust,164,25,C,Cas,41.24
Rust,209,18,B,Ger,43.35
SQL,215,1,C,Ger,21.2
C++,119,6,B,Gal,9.75
Python,76,12,D,Eng,26.78
C,127,17,C,Cas,9.95
Rust,213,3,C,Eng,36.13
C,116,7,B,Gal,37.62
Rust,45,5,D,Cas,17.89
SQL,59,21,B,Cas,19.94
Python,81,14,B,Cas,43.87
Python,228,1,A,Ger,18.69
C,74,15,A,Fre,19.14
Rust,128,15,A,Cas,7.72
C++,238,22,A,Cas,31.16
C++,52,16,D,Gal,28.7
C++,222,12,C,Gal,41.38
Rust,190,22,B,Ger,12.68
Rust,95,10,C,Eng,28.04
Rust,100,16,A,Eng,17.25
SQL,169,19,C,Gal,18.57
C,124,7,C,Eng,23.33
SQL,39,12,A,Eng,33.95
Rust,172,24,C,Cas,44.26
C,103,3,C,Cas,7.31
SQL,170,8,D,Gal,27.75
SQL,187,24,A,Gal,13.45
Rust,50,13,C,Eng,11.1
SQL,99,8,C,Cas,20.26
Rust,177,18,A,Ger,6.04
PHP,235,19,B,Fre,47.8
C++,151,1,B,Ger,31.03
C,107,1,B,Gal,19.69
C++,26,25,C,Fre,37.77
Rust,172,19,A,Eng,39.78
PHP,63,8,B,Fre,46.67
Rust,199,4,C,Cas,33.92
PHP,27,18,D,Fre,15.63
Rust,184,2,A,Ger,27.19
SQL,93,23,A,Gal,5.05
Rust,162,11,A,Cas,22.53
Rust,186,8,B,Gal,29.04
C++,236,5,C,Cas,42.04
Rust,158,16,C,Gal,30.29
SQL,133,23,A,Cas,41.58
PHP,230,11,D,Gal,47.41
SQL,150,16,B,Cas,23.29
SQL,209,6,C,Eng,48.94
C++,106,4,A,Cas,23.21
C,164,12,C,Ger,15.16
Rust,18,16,B,Gal,5.22
PHP,230,5,B,Cas,49.43
Rust,223,16,D,Gal,34.5
PHP,221,13,B,Cas,23.81
C++,199,22,D,Eng,21.8
PHP,108,9,C,Gal,49.28
C,87,3,A,Eng,42.89
Rust,166,15,C,Cas,11.67
Rust,226,16,A,Fre,39.72
PHP,62,15,A,Cas,42.77
SQL,205,6,D,Gal,24.74
Rust,22,16,C,Eng,12.91
C++,17,15,B,Ger,19.8
Rust,25,17,B,Cas,13.2
SQL,74,13,D,Eng,48.24
PHP,158,17,B,Gal,38.5
PHP,105,19,B,Fre,31.88
SQL,22,9,D,Fre,39.1
C,192,15,D,Gal,36.49
PHP,193,14,A,Fre,40.07
Rust,142,9,D,Gal,44.74
Rust,196,8,B,Cas,6.23
PHP,32,20,B,Ger,10.54
SQL,60,5,C,Ger,20.99
PHP,207,14,B,Cas,47.52
PHP,150,3,C,Eng,29.42
Rust,173,21,C,Fre,26.16
C,193,25,B,Ger,29.76
C++,195,12,C,Fre,16.89
SQL,123,25,B,Ger,11.84
Rust,223,4,C,Gal,11.82
Python,234,2,A,Ger,5.48
Rust,152,16,C,Eng,11.57
Python,97,11,D,Eng,10.74
SQL,182,21,D,Ger,16.66
PHP,181,7,A,Gal,49.16
PHP,120,18,B,Cas,7.05
C,174,20,C,Gal,26.96
Rust,160,2,B,Ger,25.86
SQL,161,25,B,Gal,10.8
Rust,162,23,A,Fre,38.73
C++,139,24,D,Fre,29.74
Rust,234,11,A,Eng,25.44
PHP,32,21,C,Gal,20.49
SQL,126,14,A,Fre,20.67
C,56,4,B,Fre,12.14
Rust,89,13,C,Fre,31.78
SQL,118,18,D,Cas,42.92
PHP,144,22,C,Gal,32.84
Rust,94,19,D,Cas,25.25
PHP,32,6,C,Fre,43.2
C++,125,18,C,Fre,37.62
Python,58,8,B,Gal,15.68
Rust,55,20,B,Ger,31.56
PHP,155,21,A,Cas,28.09
PHP,84,21,D,Fre,21.43
Python,36,15,A,Ger,20.84
Python,153,21,A,Eng,7.12
SQL,159,11,B,Ger,25.36
C++,32,17,A,Eng,44.58
PHP,122,4,C,Ger,16.13
Rust,156,1,B,Gal,44.04
C,83,4,C,Gal,5.64
C++,191,10,D,Ger,24.62
C,119,3,A,Fre,20.29
Rust,227,6,C,Fre,12.34
PHP,198,24,C,Cas,43.6
C++,52,25,C,Fre,45.56
Rust,12,16,C,Eng,13.37
C++,33,23,C,Ger,5.04
Python,129,21,C,Gal,24.13
Rust,203,11,D,Ger,11.18
PHP,136,25,D,Gal,14.49
SQL,27,18,C,Cas,39.88
C++,33,22,D,Cas,49.93
SQL,140,25,D,Cas,36.21
C++,214,19,B,Ger,12.26
SQL,192,10,B,Gal,25.02
Python,202,1,D,Fre,7.98
C,27,15,D,Eng,12.99
Rust,38,24,C,Cas,30.8
Rust,116,2,A,Ger,20.16
C,62,5,A,Eng,15.92
PHP,143,2,D,Ger,26.66
C,188,12,B,Cas,39.42
Python,134,21,C,Eng,27.31
Rust,175,14,D,Cas,39.15
SQL,26,3,B,Ger,9.25
PHP,181,14,D,Ger,5.53
Python,20,7,B,Eng,20.35
Python,44,6,D,Gal,41.94
C++,205,2,A,Ger,31.27
Rust,36,25,A,Ger,24.86
C,238,11,C,Cas,16.88
C++,161,6,C,Fre,24.56
Rust,69,6,B,Ger,41.73
Rust,234,13,A,Gal,30.86
Rust,214,8,C,Cas,36.89
Rust,73,9,D,Gal,9.01
C++,104,8,A,Eng,5.67
SQL,212,4,A,Fre,20.26
Rust,196,15,C,Ger,6.76
Rust,92,14,B,Ger,6.84
PHP,37,20,D,Cas,39.51
SQL,122,2,C,Eng,6.91
C,151,22,C,Eng,37.16
Rust,232,25,C,Fre,38.94
SQL,52,15,C,Eng,6.32
C++,172,2,C,Fre,42.36
C,38,20,B,Ger,23.25
C,17,5,A,Eng,17.83
Python,107,10,B,Ger,9.96
SQL,131,6,C,Gal,40.07
C++,109,1,B,Ger,38.89
SQL,31,13,D,Gal,14.98
C,70,19,D,Eng,10.73
PHP,52,25,B,Cas,14.75
SQL,171,19,A,Cas,25.35
Rust,201,7,B,Eng,48.62
C,237,6,A,Gal,44.94
Python,125,9,A,Cas,19.91
PHP,74,11,B,Eng,38.49
PHP,234,16,A,Gal,43.81
Rust,64,18,C,Gal,15.42
Python,111,12,D,Gal,24.96
C,73,22,C,Eng,9.65
Rust,224,11,B,Cas,34.95
Rust,120,7,D,Fre,9.42
C++,112,7,A,Eng,29.6
PHP,153,22,D,Gal,12.3
C++,123,4,A,Ger,5.09
PHP,116,7,C,Gal,18.24
C,29,15,C,Cas,27.27
Rust,50,14,D,Cas,26.34
Rust,128,3,B,Fre,10.7
Python,204,16,D,Cas,42.3
Python,55,17,D,Fre,35.87
Python,23,13,B,Cas,47.33
Python,87,19,A,Cas,13.59
Rust,144,10,B,Fre,23.62
C,49,7,A,Ger,26.51
C++,26,10,D,Fre,42.67
Rust,89,15,C,Ger,25.03
C,18,18,A,Eng,36.72
C++,204,17,A,Gal,20.51
C++,160,6,C,Cas,35.67
PHP,193,12,D,Fre,31.33
PHP,224,16,A,Eng,37.56
Rust,115,24,B,Ger,33.81
C++,99,23,A,Gal,22.57
C,94,18,A,Cas,31.32
Python,22,22,B,Eng,16.59
C++,111,16,A,Cas,15.13
Python,75,3,C,Eng,20.31
PHP,165,17,D,Eng,31.56
Rust,140,22,B,Eng,29.85
Python,208,15,A,Cas,47.01
Rust,82,8,D,Eng,23.85
SQL,190,17,D,Gal,6.35
Rust,171,17,B,Gal,31.06
Python,162,11,D,Gal,39.76
SQL,198,12,A,Gal,46.2
Python,192,17,A,Gal,15.9
PHP,98,21,D,Gal,26.65
C++,234,20,B,Ger,6.72
C,139,22,C,Fre,30.92
Rust,34,9,C,Cas,7.92
Python,106,22,C,Cas,22.46
Rust,151,1,C,Ger,17.56
